"record_id"	"protein_name"	"gene_symbol"	"UniProt_ID"	"assay_target_name"	"assay_target_ID"	"proteomic_platform"	"protein_form_or_isoform"	"disease"	"disease_subtype"	"outcome_definition"	"source_study_first_author"	"publication_year"	"journal"	"PMID"	"DOI"	"publication_status"	"pQTL_source"	"pQTL_sample_size"	"ancestry"	"cis_trans_status"	"instrument_definition"	"instrument_SNPs"	"MR_method"	"beta_or_logOR"	"SE"	"OR"	"CI_lower"	"CI_upper"	"P_value"	"multiple_testing_method"	"corrected_significance"	"colocalization_method"	"PP_H4"	"SMR_P"	"HEIDI_P"	"replication_dataset"	"replication_status"	"effect_direction"	"outcome_GWAS"	"overlap_with_primary_outcome_GWAS"	"same_outcome_reanalysis"	"evidence_tier"	"high_complexity_locus"	"assay_cross_reactivity_risk"	"inclusion_status"	"exclusion_reason"	"APOE_rs429358_alpha_available"	"APOE_rs7412_alpha_available"	"alpha_source"	"eligible_for_two_step_MR"	"manual_verification_status"	"notes"	"source_table_file"	"source_sheet"	"source_row"	"beta_source_type"	"mapping_confidence"	"evidence_independence"	"duplicate_group"	"allele_harmonization_status"	"derived_field_notes"
"PMID40452368_UKB-PPP_PYDC1"	"PYDC1"	"PYDC1"	"not_reported"	"PYDC1"	"not_reported"	"UKB-PPP Olink"	"assay_specific_target"	"AD"	"AD"	"AD GWAS"	"Yu K"	"2025"	"Journal of Alzheimer's Disease"	"40452368"	"10.1177/13872877251344572"	"peer_reviewed"	"UKB-PPP"	"not_reported"	"European"	"mixed_or_not_explicitly_cis_only"	"not_reported"	"not_reported"	"study-reported MR"	"0.1677771308945353"	"not_reported"	"1.182673"	"1.11"	"1.26"	"4.81e-07"	"study Bonferroni threshold"	"TRUE"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"higher_protein_higher_risk"	"published AD GWAS"	"partially_overlapping_or_related"	"false"	"Tier2"	"FALSE"	"platform_mapping_required"	"literature_source_universe_tier2"	"published_cross_platform_beta_not_same_assay_primary_analysis_beta;highest_tier_requires_colocalization_or_replication_review"	"false"	"false"	"not_reported"	"false"	"full_text_and_source_table_verified"	"Study-Bonferroni-significant protein-outcome association; same dataset reports GRN/CR1 colocalization support."	"PMID40452368_supp5.xlsx"	"Supplemental Table 3"	"28"	"published_beta"	"moderate"	"partially_overlapping"	"AD_UKB-PPP_2025"	"not_applicable_to_published_beta"	"not_reported"
"EVID_41630303_RARRES2_c269fefabf7f"	"RARRES2"	"RARRES2"	"not_reported"	"RARRES2"	"3079_62_RARRES2_TIG2"	"deCODE SomaScan"	"assay_specific_target"	"AD"	"AD"	"FinnGen AD"	"Zhao YH"	"2026"	"Medicine"	"41630303"	"10.1097/md.0000000000045715"	"peer_reviewed"	"deCODE"	"35559"	"European"	"mixed_or_not_explicitly_cis_only"	"P<5e-8; LD clumped instruments"	"8 SNPs; IDs in Table S2"	"IVW"	"-0.155014418"	"0.057995154"	"0.85640283"	"0.76438406"	"0.959499086"	"0.007520187"	"study-reported FDR<0.05"	"true"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"higher_protein_lower_risk"	"FinnGen AD"	"different_outcome_GWAS_from_primary_analysis"	"false"	"Tier2"	"false"	"SomaScan assay review required"	"literature_source_universe_tier2"	"not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only."	"data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx"	"Table S3"	"33"	"published_beta"	"moderate"	"partially_overlapping"	"AD_deCODE_FinnGen_2026"	"not_applicable_to_published_beta"	"none"
"EVID_41630303_RNASET2_f82d8df0d72f"	"RNASET2"	"RNASET2"	"not_reported"	"RNASET2"	"16913_8_RNASET2_RNT2"	"deCODE SomaScan"	"assay_specific_target"	"AD"	"AD"	"FinnGen AD"	"Zhao YH"	"2026"	"Medicine"	"41630303"	"10.1097/md.0000000000045715"	"peer_reviewed"	"deCODE"	"35559"	"European"	"mixed_or_not_explicitly_cis_only"	"P<5e-8; LD clumped instruments"	"8 SNPs; IDs in Table S2"	"IVW"	"-0.117273728"	"0.039090253"	"0.889341722"	"0.823747997"	"0.960158569"	"0.002699123"	"study-reported FDR<0.05"	"true"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"higher_protein_lower_risk"	"FinnGen AD"	"different_outcome_GWAS_from_primary_analysis"	"false"	"Tier2"	"false"	"SomaScan assay review required"	"literature_source_universe_tier2"	"not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only."	"data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx"	"Table S3"	"25"	"published_beta"	"moderate"	"partially_overlapping"	"AD_deCODE_FinnGen_2026"	"not_applicable_to_published_beta"	"none"
"EVID_41630303_S100A13_671378b51dd5"	"S100A13"	"S100A13"	"not_reported"	"S100A13"	"7223_60_S100A13_S100A13"	"deCODE SomaScan"	"assay_specific_target"	"AD"	"AD"	"FinnGen AD"	"Zhao YH"	"2026"	"Medicine"	"41630303"	"10.1097/md.0000000000045715"	"peer_reviewed"	"deCODE"	"35559"	"European"	"mixed_or_not_explicitly_cis_only"	"P<5e-8; LD clumped instruments"	"10 SNPs; IDs in Table S2"	"IVW"	"-0.329654927"	"0.077958341"	"0.719171857"	"0.617267206"	"0.837899949"	"2.35e-05"	"study-reported FDR<0.05"	"true"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"higher_protein_lower_risk"	"FinnGen AD"	"different_outcome_GWAS_from_primary_analysis"	"false"	"Tier2"	"false"	"SomaScan assay review required"	"literature_source_universe_tier2"	"not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only."	"data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx"	"Table S3"	"8"	"published_beta"	"moderate"	"partially_overlapping"	"AD_deCODE_FinnGen_2026"	"not_applicable_to_published_beta"	"none"
"PMID42384774_SeqId_10419_1"	"SCARA5"	"SCARA5"	"mapping_unresolved"	"SCARA5"	"SeqId_10419_1"	"SomaScan cis-PWAS"	"aptamer_specific_target"	"AD"	"AD"	"AD dementia GWAS"	"Walker KA"	"2026"	"Science Translational Medicine"	"42384774"	"10.1126/scitranslmed.adx4852"	"peer_reviewed"	"published plasma cis-pQTL prediction models"	"not_reported"	"European American"	"cis_prediction_model"	"not_reported"	"not_reported"	"proteome-wide association study"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"2.72e-05"	"study Bonferroni threshold"	"TRUE"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"negative_PWAS_Z"	"published AD GWAS"	"likely_overlap"	"false"	"Tier2"	"FALSE"	"SomaScan_cross_platform_review_required"	"literature_source_universe_tier2"	"PWAS_Z_not_standardized_beta;same_assay_alpha_beta_not_available"	"false"	"false"	"not_available_for_same_SomaScan_assay"	"false"	"full_text_and_source_table_verified"	"Bonferroni-significant PWAS candidate; retained as external evidence and not interpreted as a de novo discovery in the present analysis."	"adx4852_tables_s1_to_s30.xlsx"	"ST 1. AD PWAS Results"	"26"	"published_PWAS_Z_not_beta"	"moderate"	"partially_overlapping"	"AD_plasma_cis_PWAS_2026"	"not_applicable_to_PWAS_Z"	"PWAS.Z=-4.196; no beta/SE conversion performed."
"EVID_40050982_SERPINB1_24cecbc9ad6b"	"SERPINB1"	"SERPINB1"	"P30740"	"SERPINB1"	"P30740"	"UKB-PPP Olink"	"UniProt-mapped protein"	"AD"	"AD"	"Bellenguez et al. 2022 AD discovery; FinnGen R11 replication"	"Zhan H"	"2025"	"Journal of translational medicine"	"40050982"	"10.1186/s12967-025-06317-5"	"peer_reviewed"	"UKB-PPP cis-pQTL"	"34557 European participants"	"European"	"cis_pQTL"	"cis-pQTL; discovery MR with Bellenguez AD; FinnGen R11 outcome replication"	"rs2293772;rs6925835"	"Inverse variance weighted"	"-0.2876820724517809"	"not_reported_directly"	"0.75"	"0.65"	"0.88"	"0.0002313699360625"	"Benjamini-Hochberg FDR in discovery; P<0.00208 replication threshold"	"true"	"coloc.abf in discovery and replication"	"NA"	"not_reported"	"not_reported"	"FinnGen R11 AD"	"replication_not_corrected_or_direction_inconsistent"	"higher_protein_lower_risk"	"Bellenguez 2022 discovery; FinnGen R11 replication"	"Bellenguez_partially_overlaps_Wightman_components; FinnGen_independent_of_primary_AD_outcome_GWAS"	"partially_overlapping_discovery_with_independent_outcome_replication"	"Tier2"	"false"	"Olink assay review required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Replication P=0.319770401932615; replication PP.H4=NA."	"data_raw\literature_fulltext\PMID40050982_PMC11884171\supplements\12967_2025_6317_MOESM1_ESM.xlsx"	"Table S2"	"53"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_PPP_Bellenguez_FinnGen"	"not_applicable_to_published_beta"	"logOR derived from rounded reported OR; not eligible for mediation beta"
"EVID_40037332_SERPINF2_68e2967c6b8e"	"SERPINF2"	"SERPINF2"	"P08697"	"SERPINF2"	"3024_18"	"SomaScan"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"SomaScan"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs11078596"	"Wald ratio using lead cis-pQTL"	"-0.222479721900347"	"0.0614136732329084"	"0.8005312398378969"	"0.7097442951888475"	"0.9029311969120993"	"0.000291609837055174"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.375983464422326"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"false"	"assay_specific_review_required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"1921"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40037332_SERPINF2_1c14c83a7342"	"SERPINF2"	"SERPINF2"	"P08697"	"SERPINF2"	"OID30779"	"Olink"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"Olink"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs11078597"	"Wald ratio using lead cis-pQTL"	"-0.193320767483446"	"0.0507467014644048"	"0.8242175495427904"	"0.7461830732728378"	"0.9104127302093425"	"0.000139234698544715"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.39467964625247"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"false"	"assay_specific_review_required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"37"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40050982_SERPINF2_9a059e3d9d36"	"SERPINF2"	"SERPINF2"	"P08697"	"SERPINF2"	"P08697"	"UKB-PPP Olink"	"UniProt-mapped protein"	"AD"	"AD"	"Bellenguez et al. 2022 AD discovery; FinnGen R11 replication"	"Zhan H"	"2025"	"Journal of translational medicine"	"40050982"	"10.1186/s12967-025-06317-5"	"peer_reviewed"	"UKB-PPP cis-pQTL"	"34557 European participants"	"European"	"cis_pQTL"	"cis-pQTL; discovery MR with Bellenguez AD; FinnGen R11 outcome replication"	"rs11078597"	"Wald ratio"	"-0.19845093872383832"	"not_reported_directly"	"0.82"	"0.75"	"0.91"	"0.0001392346985447"	"Benjamini-Hochberg FDR in discovery; P<0.00208 replication threshold"	"true"	"coloc.abf in discovery and replication"	"0.4655"	"not_reported"	"not_reported"	"FinnGen R11 AD"	"independent_outcome_replication_corrected_same_direction"	"higher_protein_lower_risk"	"Bellenguez 2022 discovery; FinnGen R11 replication"	"Bellenguez_partially_overlaps_Wightman_components; FinnGen_independent_of_primary_AD_outcome_GWAS"	"partially_overlapping_discovery_with_independent_outcome_replication"	"Tier1"	"false"	"Olink assay review required"	"primary_high_confidence_panel"	"NA"	"true"	"true"	"<external_resource_root>\UKB-PPP\syn51365303_European_discovery\SERPINF2_P08697_OID30779_v1_Inflammation_II.tar"	"true"	"full_text_and_source_table_verified"	"Replication P=0.000287314898862718; replication PP.H4=0.5772."	"data_raw\literature_fulltext\PMID40050982_PMC11884171\supplements\12967_2025_6317_MOESM1_ESM.xlsx"	"Table S2"	"47"	"published_beta"	"high"	"independent_outcome_replication"	"AD_UKB_PPP_Bellenguez_FinnGen"	"not_applicable_to_published_beta"	"logOR derived from rounded reported OR; not eligible for mediation beta"
"EVID_40037332_SEZ6L2_731564a23e56"	"SEZ6L2"	"SEZ6L2"	"Q6UXD5"	"SEZ6L2"	"OID21289"	"Olink"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"Olink"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs113443718"	"Wald ratio using lead cis-pQTL"	"-0.244918103581233"	"0.0555229957740831"	"0.7827686415653833"	"0.7020552493338621"	"0.8727614340886918"	"1.02841525409535e-05"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.000162999035252921"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"false"	"assay_specific_review_required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"29"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"PMID40452368_UKB-PPP_SEZ6L2"	"SEZ6L2"	"SEZ6L2"	"not_reported"	"SEZ6L2"	"not_reported"	"UKB-PPP Olink"	"assay_specific_target"	"AD"	"AD"	"AD GWAS"	"Yu K"	"2025"	"Journal of Alzheimer's Disease"	"40452368"	"10.1177/13872877251344572"	"peer_reviewed"	"UKB-PPP"	"not_reported"	"European"	"mixed_or_not_explicitly_cis_only"	"not_reported"	"not_reported"	"study-reported MR"	"-0.24491764567513455"	"not_reported"	"0.782769"	"0.7"	"0.87"	"1.03e-05"	"study Bonferroni threshold"	"TRUE"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"higher_protein_lower_risk"	"published AD GWAS"	"partially_overlapping_or_related"	"false"	"Tier2"	"FALSE"	"platform_mapping_required"	"literature_source_universe_tier2"	"published_cross_platform_beta_not_same_assay_primary_analysis_beta;highest_tier_requires_colocalization_or_replication_review"	"false"	"false"	"not_reported"	"false"	"full_text_and_source_table_verified"	"Study-Bonferroni-significant protein-outcome association; same dataset reports GRN/CR1 colocalization support."	"PMID40452368_supp5.xlsx"	"Supplemental Table 3"	"29"	"published_beta"	"moderate"	"partially_overlapping"	"AD_UKB-PPP_2025"	"not_applicable_to_published_beta"	"not_reported"
"EVID_40037332_SIGLEC9_9124e9631bd0"	"SIGLEC9"	"SIGLEC9"	"Q9Y336"	"SIGLEC9"	"3007_7"	"SomaScan"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"SomaScan"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs2075803"	"Wald ratio using lead cis-pQTL"	"0.0292397660818713"	"0.00714749837556855"	"1.0296714451687594"	"1.0153472470092961"	"1.0441977245900922"	"4.29685550509902e-05"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.903214163470401"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_higher_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier1"	"false"	"assay_specific_review_required"	"primary_high_confidence_panel"	"NA"	"true"	"true"	"<external_resource_root>\UKB-PPP\syn51365303_European_discovery\SIGLEC9_Q9Y336_OID21390_v1_Oncology.tar"	"true"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"1912"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40037332_SIGLEC9_ce268737719c"	"SIGLEC9"	"SIGLEC9"	"Q9Y336"	"SIGLEC9"	"OID21390"	"Olink"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"Olink"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs2075803"	"Wald ratio using lead cis-pQTL"	"0.0628113304661124"	"0.0153538807806052"	"1.0648259200682284"	"1.0332588340425892"	"1.0973574119980989"	"4.29685550509902e-05"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.89189043985681"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_higher_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier1"	"false"	"assay_specific_review_required"	"primary_high_confidence_panel"	"NA"	"true"	"true"	"<external_resource_root>\UKB-PPP\syn51365303_European_discovery\SIGLEC9_Q9Y336_OID21390_v1_Oncology.tar"	"true"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"33"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40037332_SIRPA_b31f89b82dad"	"SIRPA"	"SIRPA"	"P78324"	"SIRPA"	"5430_66"	"SomaScan"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"SomaScan"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs6136376"	"Wald ratio using lead cis-pQTL"	"0.0296818109862276"	"0.00680702865284153"	"1.030126706799886"	"1.016474263298429"	"1.043962518656343"	"1.29786272357344e-05"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.934128004852655"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_higher_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier1"	"false"	"assay_specific_review_required"	"primary_high_confidence_panel"	"NA"	"true"	"true"	"<external_resource_root>\UKB-PPP\syn51365303_European_discovery\SIRPA_P78324_OID20304_v1_Cardiometabolic.tar"	"true"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"1910"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40037332_SIRPA_242348c5c792"	"SIRPA"	"SIRPA"	"P78324"	"SIRPA"	"OID20304"	"Olink"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"Olink"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs6136377"	"Wald ratio using lead cis-pQTL"	"0.0303079416531604"	"0.00696920583468395"	"1.0307719026892277"	"1.0167876534020777"	"1.0449484824275501"	"1.36861253811155e-05"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.928338878745819"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_higher_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier1"	"false"	"assay_specific_review_required"	"primary_high_confidence_panel"	"NA"	"true"	"true"	"<external_resource_root>\UKB-PPP\syn51365303_European_discovery\SIRPA_P78324_OID20304_v1_Cardiometabolic.tar"	"true"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"31"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
